id,area,Y,M,O,total
09056,81.25035537722219,666,3475,1654,5795
0905901_AD,0.921837272432474,1162,4649,3174,8985
0905903,17.5648574667726,2073,8196,5581,15850
0905905,29.6572996596565,7602,30075,18980,56657
0905906,2.85693460908587,1539,6156,4202,11897
0905907,15.8431022231815,1528,6371,4122,12021
0905908,19.266030977712003,2266,8865,5927,17058
0905909,21.2305426732365,6507,25292,16088,47887
09073_AM,103.045820582412,483,2172,1656,4311
09109_AM,279.21871810407004,402,1341,808,2551
09141_AM,473.604857607302,932,3154,2013,6099
09174_AM,737.86430580484,806,2631,1744,5181
09177_AM,414.75604283631,559,2111,1249,3919
09194_AM,905.7429008912868,811,3149,1871,5831
09209_AM,643.8727553021081,1539,4554,1846,7939
09211_AM,1272.39909299743,950,3031,1634,5615
09219,101.411174660257,6882,17436,11833,36151
09238_AM,937.682728297428,963,3179,2190,6332
09289_AM,437.919454278218,636,2313,1993,4942
09321_AM,473.544950151837,808,2697,1547,5052
09330_AM,931.310445213887,817,2620,1452,4889
09350_AM,792.0978854312621,689,2462,1492,4643
09363_AM,863.3698210901099,789,2547,1716,5052
09410,263.276671114472,1193,2516,746,4455
09413_AM,1878.85434960816,865,3015,2063,5943
09434_AM,113.051817519576,873,3086,1759,5718
09439_AM,205.818840112883,841,2469,1591,4901
09903_AM,464.827437714512,1141,3585,2878,7604
09907_AM,605.3900644002939,1150,3665,1801,6616
10006_AM,336.53981013432997,782,2835,1859,5476
10010_AM,311.26315966138,928,3420,2273,6621
10018_AM,1323.18348538393,1141,3178,1563,5882
10019_AM,317.875929530391,837,2970,1661,5468
10020_AM,500.885527532326,713,2688,1579,4980
10021,128.211545285905,1062,3614,1580,6256
10035_AM,134.362674225558,1004,3094,1396,5494
1003701,358.841882683618,6042,13750,5071,24863
1003702,18.4715744567409,3616,7943,2900,14459
1003703,0.365697359762176,1537,3503,1361,6401
1003704,228.52933695721,6790,16050,7005,29845
1003705,0.8386195157777679,1757,4004,1556,7317
1003706_AD,1146.66077201894,2132,4871,1875,8878
10049_AM,337.747848498752,1219,4117,1991,7327
10050_AM,417.981432676286,696,2830,1869,5395
10061_AM,1033.14140516636,1129,3517,2237,6883
10064_AM,425.128542306273,1169,3552,1860,6581
10067,103.52967819341,1956,7913,2975,12844
10087_AM,519.110298638851,974,2775,1741,5490
10089_AM,282.380284219671,850,2752,2036,5638
10096_AM,105.937734644267,911,2843,1627,5381
10104,62.5923216535395,454,3569,2573,6596
10105_AM,220.235996054378,978,2819,1722,5519
10109_AM,807.2350921916601,1163,3635,1887,6685
10110_AM,290.092360944995,1251,4068,2567,7886
10113_AM,522.729146574327,778,2819,1909,5506
10115,32.2261511066711,491,2134,1962,4587
10116_AM,446.6528397700481,885,2654,1965,5504
10121,120.947261785047,1942,5239,3217,10398
10127,96.47286781466192,813,2988,2200,6001
10128,124.616880579482,806,3562,2788,7156
10131,156.174397282349,1669,8184,7438,17291
10140_AM,1543.00813174413,1271,3893,1833,6997
10146_AM,518.061438756592,825,2686,1522,5033
10147_AM,215.731591078949,970,3095,1773,5838
10148,217.88530508111103,7503,16112,15379,38994
10175_AM,1185.43244842331,1321,4272,2492,8085
10177_AM,367.384512290772,1547,4550,2194,8291
10180_AM,245.788318558944,1509,5025,3158,9692
10184_AM,277.552760624439,955,3024,1463,5442
10186_AM,1360.00547580726,919,3018,1729,5666
10189_AM,561.069098894402,1037,3133,2018,6188
10195_AM,841.682335362938,1599,5503,2945,10047
10203,595.44758061895,1256,3557,861,5674
10205_AM,385.325021971006,919,2947,1606,5472
10212_AM,291.17324820520196,1018,2950,2022,5990
10216_AM,377.694398461441,849,2835,1638,5322
11001,480.45605477683904,837,2847,1733,5417
11002_AM,129.286773681311,755,4378,3450,8583
1100401,5.06032076850982,3734,16355,13264,33353
1100402,13.9226054290864,3338,14620,11857,29815
1100403,56.8166062419911,2408,10530,8533,21471
1100404,10.8070020326415,3933,17226,13971,35130
11005_AM,162.01611445666097,1989,4298,1443,7730
11006,528.444223546397,682,15972,15684,32338
11007,143.640101026119,4345,12933,6637,23915
11008,331.995044140592,5813,13097,4467,23377
11010_AM,178.420606786899,2178,6405,3739,12322
11011_AM,282.530826817248,1031,2831,1797,5659
1101201,0.330302306515117,1226,2965,1605,5796
1101202,0.186654115914633,1156,2797,1514,5467
1101203,0.3525089111639349,1162,2810,1521,5493
1101204,0.1745691248498669,896,2168,1173,4237
1101205,0.13458828860243,903,2185,1183,4271
1101206_AD,1.03002397445094,1700,4112,2226,8038
1101208,1.69729088141937,5486,13266,7181,25933
1101209,0.959797586112457,5034,12173,6590,23797
1101210,7.4662461716366595,5748,13918,7561,27227
11014,88.8362367052502,4162,12121,7317,23600
1101501,30.8929744747862,1901,6746,6780,15427
1101502,0.999007213344715,1104,4027,4134,9265
1101503,1.02503487091225,1153,4204,4316,9673
1101504,3.74684191437996,3027,11035,11328,25390
1101505,169.181591201363,3421,12450,12712,28583
11016,32.8161516800574,3211,9477,8347,21035
1102001,0.688728116531534,1025,2870,987,4882
1102002,2.3139769770925303,5940,16632,5724,28296
1102003,3.28759712120345,4397,12313,4237,20947
1102004,9.158930177509747,4950,13860,4770,23580
1102005,1.7228050430685,2643,7402,2547,12592
1102006,11.0345460568523,14302,40046,13782,68130
1102007,7.59079827050274,5953,16668,5736,28357
1102008_AD,521.130990646926,1374,4025,1650,7049
1102009,633.5126121918,3930,11066,3662,18658
11021_AM,525.596066173785,1704,6368,5109,13181
1102201,0.784183186771519,1365,4189,2575,8129
1102202,1.50000759222604,1630,5001,3075,9706
1102203,1.34664429508135,2838,8710,5355,16903
1102204,0.550376029851276,1171,3594,2209,6974
1102205,0.784524804353119,1275,3913,2406,7594
1102206,0.6389347922252431,1203,3692,2270,7165
1102207,13.7610541803048,1027,3153,1938,6118
11023,488.4731909219359,2023,7686,2565,12274
11024_AM,211.314864099984,1448,5175,2706,9329
11025,14.0227537755678,866,2817,1992,5675
11026_AM,121.259303718563,1345,4403,1815,7563
1102701,3.72757669147905,8258,22669,12306,43233
1102702,13.9254108754651,3282,9011,4891,17184
1102703,113.694641665818,4590,12618,6842,24050
1102704,28.076653298845,945,2610,1446,5001
11028,196.398686210457,4938,17712,17910,40560
11029,80.0038654307448,808,4485,1832,7125
11030,84.22099520001579,4415,17158,8295,29868
1103101,9.80561080489006,3075,9635,8667,21377
1103102_AD,0.638424176972506,1349,4226,3800,9375
1103104,0.399127205556152,1120,3508,3154,7782
1103105,0.64923764474168,1470,4606,4141,10217
1103106,19.0581682808279,6363,19838,17727,43928
1103201,43.2172604379301,4110,16330,7485,27925
1103202,5.786604987451089,1236,4713,2401,8350
1103203_AD,1.95040199099883,1522,6050,2771,10343
1103205,120.007514513857,3075,12236,5649,20960
11033,147.13762272520398,3232,15999,11297,30528
11035,420.543572313835,4464,10018,4092,18574
11037,70.1418703354024,508,2857,3727,7092
11038,69.9692987045339,3219,8881,4642,16742
11039,263.526561118109,3285,8390,2413,14088
11041,212.335214824448,2838,7373,2912,13123
11901,60.8403247686375,1507,4387,1399,7293
11902_AM,251.300426953376,734,3354,2121,6209
12004,167.40034336943,1056,4210,1624,6890
12005,94.95262516685872,1991,4555,4260,10806
12009,32.9757639138943,5692,13765,6522,25979
12011_AM,37.698465602101805,1889,4282,1201,7372
12012_AM,215.93867566545904,920,3176,2442,6538
12016_AM,228.33749867299,831,2880,1784,5495
12021,21.4824502433066,1079,3566,1469,6114
12027,48.1210430661597,5400,14648,7282,27330
12028,36.2409285763325,2137,8275,8822,19234
12031_AM,115.982199188743,1601,4892,2716,9209
12032,47.1199573189289,3959,19497,10918,34374
12033_AM,257.40210251724403,864,2923,1795,5582
1204001_AD,0.881057623213658,1660,6593,4743,12996
1204003,0.800708459252626,2109,8377,6027,16513
1204004,1.85517483997861,3887,15438,11106,30431
1204005,21.2504165494623,2280,8951,6379,17610
1204006,8.21856060284063,3749,14401,10174,28324
1204007,36.40775042149409,3057,11988,8685,23730
1204008,16.6265550043328,2074,8225,5909,16208
1204009,23.0126080887963,2444,9530,6802,18776
12050_AM,402.315528999913,832,2806,1529,5167
12072_AM,722.459844493477,936,3114,1986,6036
12077_AM,28.1600449052434,1404,5736,2449,9589
12080_AM,1293.12592962541,820,2844,1791,5455
12082_AM,56.5072193536146,2801,9105,4997,16903
12084,108.569781209979,2054,10661,12105,24820
12085,26.4707456445757,2368,6604,3970,12942
12089,79.3583070717095,1373,4147,2247,7767
12100_AM,271.681724453934,1317,3561,1411,6289
12104,106.262931125158,2152,5468,1988,9608
12106_AM,148.638028584163,937,3038,1745,5720
12117,29.9547840390232,768,2761,2044,5573
12121_AM,343.997058326742,1041,2876,1627,5544
12124_AM,226.200284027116,938,3395,1939,6272
12126,67.1611657073328,4610,17137,10717,32464
12129_AM,575.9056082677849,1074,3174,1988,6236
1213501,1.40722110823939,626,2938,1698,5262
1213502,9.1091861466665,3102,13840,7925,24867
1213503,12.7537911897917,1134,5195,3003,9332
1213504,31.9065232338656,1197,5574,3206,9977
12138,95.4557238198763,6346,17525,4450,28321
12140_AM,577.401342079436,876,2852,1698,5426
12901,12.7817299106714,539,2610,1409,4558
13005,667.5966688893141,5703,19405,7404,32512
13011,240.00770770964,849,3022,1682,5553
13013_AM,349.87228214466796,1587,5255,5917,12759
13015,1209.99195427198,523,2786,3385,6694
13019,397.788460940613,652,3754,2970,7376
13020_AM,237.438397791889,1248,3987,1436,6671
13023,88.0491522032606,1539,7521,3539,12599
13027_AM,872.503040739624,1669,4390,2030,8089
13028_AM,334.040698530543,1251,7239,6653,15143
13031_AM,301.75787881585,1521,4581,1914,8016
1303401_AD,273.226273394712,2318,8625,5672,16615
1303402,7.47310446154314,3913,14414,9450,27777
1303403,1.01562419922859,1091,4021,2636,7748
1303404,3.66324417964928,2466,9085,5956,17507
13038_AM,720.426791700308,835,2769,1600,5204
13039,438.90217006063097,2115,11576,4747,18438
13042_AM,1402.80425337185,972,2682,1054,4708
13044_AM,214.677714038774,633,2557,1301,4491
13047,227.117884516564,1449,5083,2972,9504
13052,365.20443726746,1127,4564,3231,8922
13053_AM,495.339332951149,2200,9664,7103,18967
13054,144.167045614425,1078,3405,1833,6316
13056,118.540139518306,1812,8757,5033,15602
13058,188.411635898108,473,2631,2375,5479
13061,101.530052577917,1585,4218,2230,8033
13063_AM,810.57447811662,1978,4583,805,7366
13064_AM,1301.05826565299,1393,4543,2381,8317
13065_AM,317.84745571137705,952,2867,1315,5134
13068_AM,2310.02587695746,857,3021,1692,5570
13071,227.07428161776,12144,27184,8869,48197
13077_AM,735.064955614704,1201,4291,2374,7866
13078,374.55161749868,2690,7342,3627,13659
13079,134.34817973748002,3421,9797,2755,15973
13082,242.186814491694,2997,18525,17072,38594
13085_AM,1074.0446295087,1515,4789,2262,8566
13087,488.4064306398181,5193,14987,10805,30985
13089_AM,1127.82013996394,1096,3503,2270,6869
13092_AM,613.367474954224,1184,3937,2592,7713
13093_AM,182.82804363167,969,3213,1631,5813
13096,282.222695360759,2394,5373,2213,9980
13097_AM,218.37250049594505,1026,2926,1873,5825
14001_AM,357.380307484261,949,3722,2780,7451
14002,166.69766883262398,2713,7478,3942,14133
14005_AM,245.302610325757,1433,5368,3339,10140
14007_AM,382.493792810696,3894,10947,6891,21732
14008_AM,799.238204507092,1002,3621,2565,7188
14009_AM,377.531978926956,1063,3318,2175,6556
14010_AM,103.828026617867,1824,4991,2348,9163
14012_AM,224.583434192462,1490,6277,3490,11257
14013,229.501320911106,3090,9974,8009,21073
14017,79.0812473260856,2130,8105,5181,15416
14019,220.165000594353,1545,4388,2750,8683
1402101,65.5693791493578,5659,20890,17059,43608
1402102,146.1426528854,7479,27830,22327,57636
1402103,0.197132593558952,393,1461,1181,3035
1402104,0.299278795858454,767,2849,2302,5918
1402105,430.544285211833,4655,17550,13745,35950
1402106,172.040013892989,8735,32248,26428,67411
1402107,0.347595000958384,679,2521,2038,5238
1402108,0.318818703726076,489,1817,1468,3774
1402109,403.21612473061697,5311,19864,16109,41284
1402110,46.1842006631694,7185,26343,21520,55048
14022_AM,57.6121177066909,668,2467,2510,5645
14023_AM,485.31030384182,1048,3464,1940,6452
14027,29.8194030967002,1600,6111,2148,9859
14029_AM,873.3183486594811,993,3396,2084,6473
14030_AM,74.84785282707911,1969,8141,1164,11274
14035,531.98924200458,1335,3140,2752,7227
14038,351.831107364233,6892,24285,12485,43662
14039_AM,220.952945370356,941,3015,1848,5804
14041_AM,114.191045722852,615,3480,3605,7700
14042,168.846040452344,4478,11734,7510,23722
14043_AM,1100.69971789353,1823,6712,3460,11995
14045_AM,52.5042903528157,875,3117,2143,6135
14046,69.3327340643217,1383,2949,1179,5511
14049,200.48300467544905,4362,14031,3050,21443
14052,65.122364118387,2952,7126,1762,11840
14053_AM,1071.32284926612,2055,6187,3929,12171
14054,330.47217859619803,1820,7733,7864,17417
14055_AM,368.056644032117,5111,14039,7656,26806
14056,171.293312483986,5793,16911,8411,31115
14057_AM,199.236109310509,2768,8671,4631,16070
14058_AM,269.216574061048,2572,7322,4968,14862
14060_AM,272.114998821778,1247,3586,1230,6063
14066,22.0835608940389,1381,4750,1626,7757
14067_AM,105.109864776067,1141,5389,2951,9481
14069_AM,787.454633034539,2207,6878,3237,12322
14073_AM,1349.82380260232,1545,5578,3313,10436
15001,83.9709561470109,893,3348,1631,5872
15002,80.1289471489463,3601,14805,11965,30371
15004,18.2808872672043,662,2581,2760,6003
15005,93.36829444216472,3997,14552,12867,31416
15006_AM,222.923213073286,1911,4568,1628,8107
15008,32.7305206105,1363,3660,2153,7176
15009,24.264565115364903,1790,5968,5132,12890
15010_AM,340.34468459376,989,3155,2409,6553
15011,86.602630530489,2061,11354,5654,19069
15012_AM,188.63462194935,1410,4203,2441,8054
15013,74.925805804093,1471,4422,2546,8439
15014_AM,136.553423094533,1472,3788,2313,7573
15016,51.8211388516214,589,2839,2266,5694
15017,40.74296706084221,3484,12299,8888,24671
15019,186.924174844055,6575,19328,5858,31761
15020_AM,258.121894372331,1209,3501,3744,8454
15021,48.0556627990577,1190,3355,2003,6548
15022_AM,186.760062623592,1201,4647,3888,9736
15023_AM,64.040788028466,1916,5070,2248,9234
15024_AM,235.53928883707405,1523,4017,3118,8658
15029,141.19659090683697,922,3604,1958,6484
1503001,0.94859841906935,1845,6921,3537,12303
1503002,1.9853470882153,4491,16841,8608,29940
1503003,0.98832939027323,3607,13526,6913,24046
1503004,0.999862217892802,4379,16423,8394,29196
1503005,3.72113425488748,4962,18608,9510,33080
1503006,0.454996740226969,3689,13836,7071,24596
1503007,4.195080681741629,7725,28972,14808,51505
1503008,4.11887174837335,1628,6099,3136,10863
1503009,11.8675572408377,1721,6448,3348,11517
1503010,8.29748508527676,1324,4966,2553,8843
15031,62.3694145239194,4155,13629,12436,30220
15032_AM,236.907567429029,937,3363,1831,6131
15035_AM,57.0246237852417,2074,8840,5635,16549
1503601,0.5729229113659801,934,4136,2430,7500
1503602,1.0292480610528,1951,8634,5073,15658
1503603_AD,1.46501373856872,1270,5623,3304,10197
1503606,2.55351585731136,1800,7913,4683,14396
1503607,6.91679399211354,1336,5889,3476,10701
1503608,69.9916445177151,1150,5085,2990,9225
15037,29.4197555568845,837,3014,1215,5066
15041,125.841793656052,2215,7108,2225,11548
15043,61.3932997524583,1288,3418,1231,5937
15046,101.321309202576,1389,3671,2657,7717
15047_AM,188.55670941391105,588,2538,2140,5266
15048,32.5379551796952,1264,3704,1473,6441
15050_AM,260.30635761819804,833,2627,1450,4910
15051,12.7729505946456,498,2941,1946,5385
15052_AM,246.13496034291,1166,4232,2788,8186
15053,72.8421212932434,1158,4505,3730,9393
15054,67.0969319192948,5362,19792,14043,39197
15055_AM,123.681073745909,1269,4255,3014,8538
15056,115.195688028359,1223,3967,1934,7124
15057,37.192062957089405,2939,7410,4555,14904
15058,43.6174454995311,5032,20551,10109,35692
15059,157.37501876447,1421,6658,4664,12743
15060,72.09985220374881,1187,4121,2001,7309
15061_AM,339.03704682897,2576,6682,2420,11678
15062,99.7918448294016,1091,3416,2113,6620
15064_AM,141.842723078903,757,3507,1796,6060
15065,48.4165657087479,1461,4965,2593,9019
15066,131.94249623006,834,2217,1886,4937
15067,32.551488108436104,1503,5617,2737,9857
15068,92.0392194275589,1530,3144,1165,5839
15069,29.4489485866794,1309,3858,3052,8219
15070_AM,321.632338843995,1921,7098,2383,11402
15071,94.6206772583093,1482,5549,2839,9870
15072,58.8124266723896,1985,7201,2757,11943
15073,68.6136468591298,4682,14998,8261,27941
15074_AM,222.653832395644,2174,6427,2811,11412
15075,27.498854033844697,1631,8710,5935,16276
15077,203.777217870864,2286,5666,1665,9617
1507801,29.0103212033866,1449,3416,2594,7459
1507802,27.1220196898796,2837,6533,4943,14313
1507803,23.8821731256305,2084,4801,3632,10517
1507804,20.2689448868036,4935,11514,8527,24976
1507805,11.1671677856305,5099,11743,8884,25726
1507806,109.216013340356,935,2187,1631,4753
15082,79.33938630001471,3997,9624,5419,19040
15087,88.2283946720938,1719,3869,1737,7325
